Calories,Protein,Fat,Carbs,Fibre,Condition,IF,AND,OR,"Note: Protein, Fat, Carbs, Fibre, are measured in grams"
30,4,1,4,1.9,FALSE,Healthy,Bad,,
12,2,,2,0.6,FALSE,Healthy,Bad,,
27,2,,4,2.1,FALSE,Healthy,Bad,,
15,2,,2,1,FALSE,Healthy,Bad,,
5,,,1,0.4,FALSE,Healthy,Bad,,
17,,,4,0.6,FALSE,Healthy,Bad,,
61,,5,4,0.8,FALSE,Healthy,Bad,,
59,1,,14,2.7,FALSE,Healthy,Bad,,
62,4,,11,4,FALSE,Healthy,Bad,,
66,4,,12,3.7,FALSE,Healthy,Bad,,
36,3,,6,2.4,FALSE,Healthy,Bad,,
14,1,,3,0.6,FALSE,Healthy,Bad,,
4,,,1,0.4,FALSE,Healthy,Bad,,
16,1,,4,1.2,FALSE,Healthy,Bad,,
95,1,9,3,1.3,FALSE,Healthy,Bad,,
15,1,,4,0.8,FALSE,Healthy,Bad,,
99,1,9,5,1.3,FALSE,Healthy,Bad,,
25,1,,6,0.8,FALSE,Healthy,Bad,,
36,1,2,5,0.6,FALSE,Healthy,Bad,,
205,4,15,14,1.4,TRUE,Healthy,Bad,,
145,3,,34,3.4,TRUE,Not Healthy,Bad,,
161,4,,37,3.8,TRUE,Not Healthy,Bad,,
116,2,,27,1.9,FALSE,Not Healthy,Bad,,
129,3,,30,2.5,FALSE,Not Healthy,Bad,,
84,2,,19,1.3,FALSE,Healthy,Bad,,
212,5,,49,5.1,TRUE,Not Healthy,Bad,,
156,3,,36,3.4,TRUE,Not Healthy,Bad,,
96,2,4,15,1.6,FALSE,Healthy,Bad,,
180,3,9,23,1.8,TRUE,Not Healthy,Bad,,
107,3,4,15,1.1,FALSE,Healthy,Bad,,
116,2,4,19,2.2,FALSE,Healthy,Bad,,
120,3,5,16,1,FALSE,Healthy,Bad,,
111,4,5,14,2.5,FALSE,Healthy,Bad,,
44,1,,10,3.8,FALSE,Healthy,Bad,,
5,,,1,0.2,FALSE,Healthy,Bad,,
2,,,,0.2,FALSE,Healthy,Bad,,
35,1,,8,1.6,FALSE,Healthy,Bad,,
14,1,,3,1.9,FALSE,Healthy,Bad,,
8,1,,1,0.1,FALSE,Healthy,Bad,,
22,3,,4,2.3,FALSE,Healthy,Bad,,
7,1,,1,0.7,FALSE,Healthy,Bad,,
61,1,,16,2.1,FALSE,Healthy,Bad,,
43,1,,11,1.8,FALSE,Healthy,Bad,,
22,1,,5,0.9,FALSE,Healthy,Bad,,
51,1,,12,1.9,FALSE,Healthy,Bad,,
57,1,,13,1.9,FALSE,Healthy,Bad,,
18,2,,4,1.9,FALSE,Healthy,Bad,,
61,1,,14,0.5,FALSE,Healthy,Bad,,
22,1,,5,0.9,FALSE,Healthy,Bad,,
31,1,,8,0.7,FALSE,Healthy,Bad,,
143,2,6,21,1.9,TRUE,Not Healthy,Bad,,
41,2,,10,1.9,FALSE,Healthy,Bad,,
35,1,,8,1.4,FALSE,Healthy,Bad,,
22,1,,5,1,FALSE,Healthy,Bad,,
22,1,,5,1.5,FALSE,Healthy,Bad,,
5,,,1,0.2,FALSE,Healthy,Bad,,
6,,,1,0.2,FALSE,Healthy,Bad,,
18,1,,4,1.6,FALSE,Healthy,Bad,,
24,1,,6,0.7,FALSE,Healthy,Bad,,
28,1,,6,1,FALSE,Healthy,Bad,,
29,1,,6,1.8,FALSE,Healthy,Bad,,
22,2,,4,2.4,FALSE,Healthy,Bad,,
63,3,,13,2.8,FALSE,Healthy,Bad,,
51,3,,11,2.7,FALSE,Healthy,Bad,,
6,,,1,0.4,FALSE,Healthy,Bad,,
15,1,,4,1.3,FALSE,Healthy,Bad,,
